REF_DATE,GEO,DGUID,Screened traffic,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Mar-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Other International sector passengers,Number,223,units,0,v1573797659,163.4,22433,,,,0
Mar-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Non-passengers,Number,223,units,0,v1573797660,163.5,1775,,,,0
Mar-19,"Calgary International, Alberta",,Total screened traffic,Number,223,units,0,v1573797626,13.1,543900,,,,0
Mar-19,"Calgary International, Alberta",,Total passengers,Number,223,units,0,v1577191371,13.6,538610,,,,0
Mar-19,"Calgary International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797627,13.2,305609,,,,0
Mar-19,"Calgary International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797628,13.3,163382,,,,0
Mar-19,"Calgary International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797629,13.4,69619,,,,0
Mar-19,"Calgary International, Alberta",,Non-passengers,Number,223,units,0,v1573797630,13.5,5290,,,,0
Mar-19,"Edmonton International, Alberta",,Total screened traffic,Number,223,units,0,v1573797636,52.1,305708,,,,0
Mar-19,"Edmonton International, Alberta",,Total passengers,Number,223,units,0,v1577191373,52.6,299277,,,,0
Mar-19,"Edmonton International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797637,52.2,216995,,,,0
Mar-19,"Edmonton International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797638,52.3,53413,,,,0
Mar-19,"Edmonton International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797639,52.4,28869,,,,0
Mar-19,"Edmonton International, Alberta",,Non-passengers,Number,223,units,0,v1573797640,52.5,6431,,,,0
Mar-19,"Vancouver International, British Columbia",,Total screened traffic,Number,223,units,0,v1573797661,169.1,878072,,,,0
Mar-19,"Vancouver International, British Columbia",,Total passengers,Number,223,units,0,v1577191378,169.6,867177,,,,0
Mar-19,"Vancouver International, British Columbia",,Domestic sector passengers,Number,223,units,0,v1573797662,169.2,359380,,,,0
Mar-19,"Vancouver International, British Columbia",,Transborder sector passengers,Number,223,units,0,v1573797663,169.3,281738,,,,0
Mar-19,"Vancouver International, British Columbia",,Other International sector passengers,Number,223,units,0,v1573797664,169.4,226059,,,,0
Mar-19,"Vancouver International, British Columbia",,Non-passengers,Number,223,units,0,v1573797665,169.5,10895,,,,0
Apr-19,"Total of eight largest airports, Canada",,Total screened traffic,Number,223,units,0,v1573797666,100000.1,4432901,,,,0
Apr-19,"Total of eight largest airports, Canada",,Total passengers,Number,223,units,0,v1577191379,100000.6,4374733,,,,0
Apr-19,"Total of eight largest airports, Canada",,Domestic sector passengers,Number,223,units,0,v1573797667,100000.2,1937385,,,,0
Apr-19,"Total of eight largest airports, Canada",,Transborder sector passengers,Number,223,units,0,v1573797668,100000.3,1300421,,,,0
Apr-19,"Total of eight largest airports, Canada",,Other International sector passengers,Number,223,units,0,v1573797669,100000.4,1136927,,,,0
Apr-19,"Total of eight largest airports, Canada",,Non-passengers,Number,223,units,0,v1573797670,100000.5,58168,,,,0
Apr-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Total screened traffic,Number,223,units,0,v1573797631,21.1,151536,,,,0
Apr-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Total passengers,Number,223,units,0,v1577191372,21.6,147749,,,,0
Apr-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Domestic sector passengers,Number,223,units,0,v1573797632,21.2,104233,,,,0
Apr-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Transborder sector passengers,Number,223,units,0,v1573797633,21.3,20740,,,,0
Apr-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Other International sector passengers,Number,223,units,0,v1573797634,21.4,22776,,,,0
Apr-19,"Halifax/Robert L Stanfield International, Nova Scotia",,Non-passengers,Number,223,units,0,v1573797635,21.5,3787,,,,0
Apr-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Total screened traffic,Number,223,units,0,v1573797646,87.1,662834,,,,0
Apr-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Total passengers,Number,223,units,0,v1577191375,87.6,654245,,,,0
Apr-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Domestic sector passengers,Number,223,units,0,v1573797647,87.2,216634,,,,0
Apr-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Transborder sector passengers,Number,223,units,0,v1573797648,87.3,183868,,,,0
Apr-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Other International sector passengers,Number,223,units,0,v1573797649,87.4,253743,,,,0
Apr-19,"Montréal/Pierre Elliott Trudeau International, Quebec",,Non-passengers,Number,223,units,0,v1573797650,87.5,8589,,,,0
Apr-19,"Ottawa/Macdonald-Cartier International, Ontario",,Total screened traffic,Number,223,units,0,v1573797641,76.1,200898,,,,0
Apr-19,"Ottawa/Macdonald-Cartier International, Ontario",,Total passengers,Number,223,units,0,v1577191374,76.6,196944,,,,0
Apr-19,"Ottawa/Macdonald-Cartier International, Ontario",,Domestic sector passengers,Number,223,units,0,v1573797642,76.2,149183,,,,0
Apr-19,"Ottawa/Macdonald-Cartier International, Ontario",,Transborder sector passengers,Number,223,units,0,v1573797643,76.3,33993,,,,0
Apr-19,"Ottawa/Macdonald-Cartier International, Ontario",,Other International sector passengers,Number,223,units,0,v1573797644,76.4,13768,,,,0
Apr-19,"Ottawa/Macdonald-Cartier International, Ontario",,Non-passengers,Number,223,units,0,v1573797645,76.5,3954,,,,0
Apr-19,"Toronto/Lester B Pearson International, Ontario",,Total screened traffic,Number,223,units,0,v1573797651,161.1,1667132,,,,0
Apr-19,"Toronto/Lester B Pearson International, Ontario",,Total passengers,Number,223,units,0,v1577191376,161.6,1648553,,,,0
Apr-19,"Toronto/Lester B Pearson International, Ontario",,Domestic sector passengers,Number,223,units,0,v1573797652,161.2,486006,,,,0
Apr-19,"Toronto/Lester B Pearson International, Ontario",,Transborder sector passengers,Number,223,units,0,v1573797653,161.3,598998,,,,0
Apr-19,"Toronto/Lester B Pearson International, Ontario",,Other International sector passengers,Number,223,units,0,v1573797654,161.4,563549,,,,0
Apr-19,"Toronto/Lester B Pearson International, Ontario",,Non-passengers,Number,223,units,0,v1573797655,161.5,18579,,,,0
Apr-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Total screened traffic,Number,223,units,0,v1573797656,163.1,149232,,,,0
Apr-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Total passengers,Number,223,units,0,v1577191377,163.6,147822,,,,0
Apr-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Domestic sector passengers,Number,223,units,0,v1573797657,163.2,124901,,,,0
Apr-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Transborder sector passengers,Number,223,units,0,v1573797658,163.3,20276,,,,0
Apr-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Other International sector passengers,Number,223,units,0,v1573797659,163.4,2645,,,,0
Apr-19,"Winnipeg/James Armstrong Richardson International, Manitoba",,Non-passengers,Number,223,units,0,v1573797660,163.5,1410,,,,0
Apr-19,"Calgary International, Alberta",,Total screened traffic,Number,223,units,0,v1573797626,13.1,499934,,,,0
Apr-19,"Calgary International, Alberta",,Total passengers,Number,223,units,0,v1577191371,13.6,494840,,,,0
Apr-19,"Calgary International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797627,13.2,291998,,,,0
Apr-19,"Calgary International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797628,13.3,141985,,,,0
Apr-19,"Calgary International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797629,13.4,60857,,,,0
Apr-19,"Calgary International, Alberta",,Non-passengers,Number,223,units,0,v1573797630,13.5,5094,,,,0
Apr-19,"Edmonton International, Alberta",,Total screened traffic,Number,223,units,0,v1573797636,52.1,284077,,,,0
Apr-19,"Edmonton International, Alberta",,Total passengers,Number,223,units,0,v1577191373,52.6,277843,,,,0
Apr-19,"Edmonton International, Alberta",,Domestic sector passengers,Number,223,units,0,v1573797637,52.2,212260,,,,0
Apr-19,"Edmonton International, Alberta",,Transborder sector passengers,Number,223,units,0,v1573797638,52.3,43179,,,,0
Apr-19,"Edmonton International, Alberta",,Other International sector passengers,Number,223,units,0,v1573797639,52.4,22404,,,,0
Apr-19,"Edmonton International, Alberta",,Non-passengers,Number,223,units,0,v1573797640,52.5,6234,,,,0
Apr-19,"Vancouver International, British Columbia",,Total screened traffic,Number,223,units,0,v1573797661,169.1,817258,,,,0
Apr-19,"Vancouver International, British Columbia",,Total passengers,Number,223,units,0,v1577191378,169.6,806737,,,,0
Apr-19,"Vancouver International, British Columbia",,Domestic sector passengers,Number,223,units,0,v1573797662,169.2,352170,,,,0
Apr-19,"Vancouver International, British Columbia",,Transborder sector passengers,Number,223,units,0,v1573797663,169.3,257382,,,,0
Apr-19,"Vancouver International, British Columbia",,Other International sector passengers,Number,223,units,0,v1573797664,169.4,197185,,,,0
Apr-19,"Vancouver International, British Columbia",,Non-passengers,Number,223,units,0,v1573797665,169.5,10521,,,,0
May-19,"Total of eight largest airports, Canada",,Total screened traffic,Number,223,units,0,v1573797666,100000.1,4564129,,,,0
May-19,"Total of eight largest airports, Canada",,Total passengers,Number,223,units,0,v1577191379,100000.6,4488419,,,,0
May-19,"Total of eight largest airports, Canada",,Domestic sector passengers,Number,223,units,0,v1573797667,100000.2,2179135,,,,0
May-19,"Total of eight largest airports, Canada",,Transborder sector passengers,Number,223,units,0,v1573797668,100000.3,1197118,,,,0
May-19,"Total of eight largest airports, Canada",,Other International sector passengers,Number,223,units,0,v1573797669,100000.4,1112166,,,,0
May-19,"Total of eight largest airports, Canada",,Non-passengers,Number,223,units,0,v1573797670,100000.5,75710,,,,0
